rank,symbol,name,scan_theme,trade_group,parent_group,in_execution_pool,execution_theme,scan_rank_60d_dollar_volume,median_dollar_volume_60d,eligible,scan_score,mom20_pct,mom63_skip5_pct,mom126_skip5_pct,dollar_volume20,dollar_accel20_60_pct,obs
212,WWD,"Woodward, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,426.0,233737255.0048828,True,0.171078731098433,20.788628186599677,7.401984201161715,35.139012681169035,268542638.4048462,8.345014117083327,420
213,DOC,"Healthpeak Properties, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,700.0,128090029.13274764,True,0.1694103117947021,-0.5086489432648222,22.78926536898258,28.172647903021897,132922217.20924377,-2.555704236744627,420
214,AA,Alcoa Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,324.0,304092037.71972656,True,0.1683019465510847,-7.43685766004778,4.793556156457579,59.19839001157803,332124315.5643463,13.60868413817613,420
215,TRGP,"Targa Resources, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,310.0,318906623.3543396,True,0.16810546752356062,-4.473758084863877,13.672672697036914,48.115278573328936,277846432.07092285,-4.76223987670007,420
216,BNY,The Bank of New York Mellon Corporation Common Stock,fin_bank,fin_bank,us_finance,False,,221.0,443672397.4792481,True,0.16798893785093394,4.7171194575365005,21.80158370664895,23.596918654613418,467803414.2791748,1.455275619407126,420
217,PPG,"PPG Industries, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,494.0,198098537.53700253,True,0.1671298841341936,13.27713448739225,18.14840652780689,20.381033770019474,210540577.1888733,7.955201359229425,420
218,MAS,Masco Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,564.0,168911897.20802307,True,0.16606107806940326,12.08180007155477,22.161452547713623,21.78099361537198,155613890.59066772,-12.281542576847526,420
219,ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",space_ev_defense,us_unclassified_stock,us_unclassified,True,space_ev_defense,64.0,1254262352.570343,True,0.16600043084207855,-9.95757756934207,12.02204806632643,33.93740041670492,2474163202.1545415,46.97286864053145,420
220,MDB,"MongoDB, Inc. - Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,248.0,398374318.6462402,True,0.16486433429178396,1.0967932159261728,35.95596655662949,-14.406123327101472,627412135.2783203,36.88420667285255,420
221,EWBC,"East West Bancorp, Inc. - Common Stock",fin_bank,fin_bank,us_finance,False,,787.0,102837182.79647829,True,0.16371993602597307,2.855054438257465,23.889368943694755,20.367946157854643,98497154.32243347,-0.41219849180487156,420
222,KIM,Kimco Realty Corporation (HC) Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,779.0,105316929.62808608,True,0.16287375285553277,2.393950892941188,12.200431999906925,30.844001152167078,131023027.96926498,26.073904189651543,420
223,GVA,Granite Construction Incorporated Common Stock,grid_engineering,us_unclassified_stock,us_unclassified,True,grid_engineering,961.0,72581974.39613342,True,0.16194750401681784,12.184482183316248,12.513377319970665,28.482172855889097,91778334.58557129,10.062909570594613,420
224,HWM,Howmet Aerospace Inc. Common Stock,us981a_ai_theme,us_unclassified_stock,us_unclassified,True,us981a_ai_theme,186.0,517949215.4006957,True,0.16008599011852703,6.297619825105438,8.570486562944835,38.413560817769635,601555396.9230652,12.889658890640332,420
225,VG,"Venture Global, Inc. Class A common stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,325.0,303924290.12789726,True,0.1578695453005313,-21.454022327127152,-0.1568286731064683,92.84033835809315,166650598.76481295,-30.61752691146815,352
226,CFG,"Citizens Financial Group, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,395.0,253513855.6276321,True,0.1571465797826941,6.764284380299634,17.647505759500337,20.591478750826187,295225025.5010605,12.725538227277866,420
227,HLT,Hilton Worldwide Holdings Inc. Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,209.0,468894194.86694336,True,0.15612114673504895,7.759963573424433,16.230176686019917,27.086505655099625,458318530.5328369,-0.1508396366386,420
228,LLY,Eli Lilly and Company Common Stock,pharma_big,pharma_big,us_healthcare,False,,21.0,2657685368.096924,True,0.15550016429978522,7.822386718013807,19.002143990123965,18.59761174974681,3191950215.4418945,7.851713533832738,420
229,EQIX,"Equinix, Inc. - Common Stock",data_center_reit,reit_infrastructure,us_defensive_assets,True,data_center_reit,185.0,519285721.27685547,True,0.1553145509286452,2.547263188924842,7.912709179795296,42.310791339351404,572172676.4404297,8.83585489333818,420
230,RBRK,"Rubrik, Inc. Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,528.0,184563348.4741211,True,0.15450265007132208,4.978325402063044,32.26582070117976,-21.750083387755414,291364165.36979675,53.72501458127559,420
231,HSBC,"HSBC Holdings, plc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,616.0,152505818.33648682,True,0.15405233906984486,3.2394862769175914,14.15688794331389,32.492307027193746,145731186.71150205,2.6366032031128306,420
232,LUV,Southwest Airlines Company Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,331.0,300935617.411232,True,0.15363844386261494,20.831235009657334,14.711215269064093,17.104011278755536,278587295.4395294,3.015476935622985,420
233,IEX,IDEX Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,668.0,138250086.78588867,True,0.15332879139118824,8.425686208772909,15.715705888405672,25.917606406839422,138572471.34399414,0.9627264587183326,420
234,MPC,Marathon Petroleum Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,161.0,582890230.5885315,True,0.15170735135511984,-5.983663640224957,13.793789864573448,37.95283059070555,607267005.2986145,6.720547768225371,420
235,EXPD,"Expeditors International of Washington, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,641.0,145837379.51202393,True,0.15083387152128755,1.8305827476280845,17.02173060614074,12.68024837600976,217789817.3477173,38.874297358373646,420
236,SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",us_unclassified,us_unclassified_stock,us_unclassified,False,,744.0,114031761.40069962,True,0.1499761026545727,9.046848749642855,15.694757202133403,15.484595261156887,115007818.79239082,22.54450959279446,420
237,BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,fin_bank,fin_bank,us_finance,False,,621.0,151847446.33369446,True,0.14992353154112176,10.234328237342115,18.297568864561665,14.640240662823366,178253546.6583252,10.51521351885163,420
238,RCL,Royal Caribbean Cruises Ltd. Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,151.0,629468652.0812988,True,0.14851669838032663,23.088743360076826,8.056588242515407,16.978782681526706,790764050.4470825,23.6376078650369,420
239,BTE,Baytex Energy Corp Common Shares,energy_oil_gas,energy_oil_gas,us_energy_materials,False,,798.0,100172543.8689232,True,0.14783023642045087,-23.314065988565645,16.480070196523823,51.53719377030348,87075656.74126148,-8.544931912533727,420
240,INCY,Incyte Corporation - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,695.0,128768947.5578308,True,0.1468921276387947,1.1742885951242066,17.168318223766164,13.314415386041233,183349011.93923947,34.000079976495435,420
241,CCL,Carnival Corporation Ltd. Common Shares,us_unclassified,us_unclassified_stock,us_unclassified,False,,141.0,674673966.3516998,True,0.1463686280734835,18.593930176386884,18.278569814861644,11.41911103096871,655580945.2616692,-1.6205740235894606,420
242,EBAY,eBay Inc. - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,198.0,489934146.2493897,True,0.1462457128031346,-9.011433509755618,21.78888956705729,31.095992935117955,433925021.8070984,-11.521405566906894,420
243,HOOD,"Robinhood Markets, Inc. - Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,41.0,1802875925.351715,True,0.14564360219047887,42.75342987900823,21.163951693465943,-32.03890738035805,3005702189.9765015,44.99622826276077,420
244,IBM,International Business Machines Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,61.0,1291376760.057068,True,0.14378077113083546,10.711113823784713,11.786540884515606,-10.315805637019936,2699519157.2372437,95.10862359549563,420
245,CRL,"Charles River Laboratories International, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,669.0,137621561.227417,True,0.14334112189074488,18.566943182304918,23.188780982107836,1.1129587635319016,137365098.29177856,-0.924675802179975,420
246,QQQ,"Invesco QQQ Trust, Series 1",technology_index_etf,technology_index_etf,us_etf,True,,,,True,0.14318063538891831,3.8519203200890084,20.219703198087412,15.022689711223824,31651101153.155518,6.931406079287394,420
247,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,643.0,145048049.48120117,True,0.14116942178130967,2.3404636710691706,27.336052800330535,4.960651676857397,167817103.276062,1.074627645540427,420
248,VLO,Valero Energy Corporation Common Stock,energy_oil_gas,energy_oil_gas,us_energy_materials,False,,104.0,835150710.3553772,True,0.13864695615928416,-6.441780021637911,8.907339831104233,47.37909654187496,663086960.1737976,-7.000254392096439,420
249,RDDT,"Reddit, Inc. Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,142.0,663958173.2917786,True,0.137691276522665,19.24754993062201,31.00944764222,-26.61895131127291,877518830.9356079,26.201040549613207,420
250,EAT,"Brinker International, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,637.0,146709732.39898682,True,0.1364530359519203,25.6975214179066,14.457747411793243,13.281473921539423,124729483.73794556,-13.205555040811067,420
251,KDP,Keurig Dr Pepper Inc. - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,373.0,270742059.88111496,True,0.13637013209725493,7.215056313320556,16.99160177717618,9.314143215792559,365056543.2336807,22.19245343383962,420
252,PNC,"PNC Financial Services Group, Inc. (The) Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,234.0,428699173.17047113,True,0.13616445536359034,7.014707986272639,16.30425448566055,17.510035284837144,419329581.64520264,4.990805993479741,420
253,IVZ,Invesco Ltd Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,711.0,123436892.1552658,True,0.13600626940315266,4.299480604498052,24.50243248885451,8.29374200780919,129461618.62726212,-3.5879930252117,420
254,CRWV,"CoreWeave, Inc. - Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,24.0,2470517097.567749,True,0.13559177322556415,16.459319085569458,19.88479480597396,5.603346565695411,2912618714.209366,-0.8168079866961109,308
255,ROIV,Roivant Sciences Ltd. - Common Shares,us_unclassified,us_unclassified_stock,us_unclassified,False,,657.0,140754020.76396942,True,0.1353664984560547,-3.0237567011731414,4.133101004234119,45.5212878029398,151287700.4283905,9.011837831997948,420
256,EME,"EMCOR Group, Inc. Common Stock",thermal_power,us_unclassified_stock,us_unclassified,True,thermal_power,356.0,280595220.2453613,True,0.1341918943584582,-1.941041679037292,14.271624435812068,30.249596010100134,288521982.48291016,-1.772322269871851,420
257,APO,"Apollo Global Management, Inc. (New) Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,194.0,504670223.69384766,True,0.1335705902526338,3.977612135767683,34.072490043971904,-6.161637514618256,397918455.9062958,-12.306745430229494,420
258,PFGC,Performance Food Group Company Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,663.0,139678253.46298218,True,0.13348498234927197,9.500164592723138,19.30749381128578,10.997330729166688,143933759.93566513,0.1076041901229674,420
259,HEI,Heico Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,549.0,176831304.43267822,True,0.13298850140055263,11.811342672258473,16.97241421403557,11.001828067395447,196300911.81030273,5.4853819243869895,420
260,MTB,M&T Bank Corporation Common Stock,fin_bank,fin_bank,us_finance,False,,465.0,214496468.35327148,True,0.13244004527764688,6.986026554586133,14.944505969751098,16.06086458682734,234094107.5805664,11.06555383752632,420
261,JBLU,JetBlue Airways Corporation - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,718.0,121179002.9510498,True,0.13237665046137057,20.084562482754986,19.71154331102898,0.4032254188043316,130709319.62535882,2.4975170492193666,420
262,SWK,"Stanley Black & Decker, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,674.0,136275170.18013,True,0.13163455298299895,15.697514158590664,16.936280117811854,16.934548294781983,104186176.76506042,-18.310106601290688,420
263,OC,Owens Corning Inc Common Stock New,us_unclassified,us_unclassified_stock,us_unclassified,False,,679.0,134085816.5428162,True,0.13064355302220484,12.96834968253231,17.81659395112303,10.530923017777315,123075799.35569763,-1.7951266673566724,420
264,CM,Canadian Imperial Bank of Commerce Common Stock,fin_bank,fin_bank,us_finance,False,,720.0,120799087.76016235,True,0.13049696659620683,-2.334730810331642,16.382447518863906,24.613720293385732,112405081.42547607,-0.08888635148183166,420
265,ADM,Archer-Daniels-Midland Company Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,375.0,268422141.07513428,True,0.1303878280180747,-3.1592578739185306,9.545099305352966,37.79716799490469,265311032.57865906,-0.7395230954383214,420
266,MDLZ,"Mondelez International, Inc. - Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,204.0,479975715.6522751,True,0.12970078987905337,-2.781373247831642,17.5870693786933,19.19596508510597,501322595.9060669,8.131811457831862,420
267,RVTY,"Revvity, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,797.0,100463351.7047882,True,0.12944508558137366,5.485228671778808,19.867188266402145,2.9167201948873345,125589090.1863098,21.780480551788028,420
268,NXT,Nextpower Inc. - Class A Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,462.0,215650005.52215576,True,0.12942476456907706,0.3827167628299488,3.2614311730210455,35.109503083367464,302777903.1452179,26.2091330564038,420
269,IFF,"International Flavors & Fragrances, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,739.0,114546512.13417052,True,0.12864349407437561,3.0767175952410852,10.7808450249691,20.909321980617214,141999276.50299072,21.702951319989474,420
270,CNI,Canadian National Railway Company Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,653.0,142836686.02676392,True,0.12794388627367267,-1.193382151709832,13.88541009226756,21.802273732644295,164996854.68215942,13.340620830277604,420
271,DXCM,"DexCom, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,363.0,276277057.327652,True,0.12781207139532805,1.441767558927043,15.307994999625318,13.447908823619393,403144969.0032959,22.422786720111553,420
272,JCI,Johnson Controls International plc Ordinary Share,thermal_power,us_unclassified_stock,us_unclassified,True,thermal_power,220.0,448694743.5897827,True,0.1271041757789179,5.13249170542196,10.016280705166803,24.432341158250637,549727818.1304932,10.685076299196773,420
273,HIMS,"Hims & Hers Health, Inc. Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,177.0,535510593.9720153,True,0.12703148824428245,53.949651958558874,21.098996033770945,-27.498741686364436,477867679.7572136,-7.066443608893469,420
274,WTS,"Watts Water Technologies, Inc. Class A Common Stock",thermal_power,us_unclassified_stock,us_unclassified,True,thermal_power,993.0,69580956.4086914,True,0.12697186143807593,14.955715080988652,5.806520687160721,20.229066899069316,101271629.58374023,20.358420936202105,420
275,DECK,Deckers Outdoor Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,495.0,197594519.7845459,True,0.12649995696916894,11.06474245007172,13.586254815254883,13.451051995221807,199541520.8141327,9.604695412324006,420
276,XYZ,"Block, Inc. Class A Common Stock,",us_unclassified,us_unclassified_stock,us_unclassified,False,,261.0,376271631.16493225,True,0.125667889302849,5.487373992298927,15.342228009862936,12.213735066330633,427271818.9590454,15.118777608041345,420
277,ALK,"Alaska Air Group, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,585.0,163771961.75880432,True,0.12411971624435524,23.6135513368289,20.72444503312618,-5.813486101920018,145597362.71076202,-1.8336738235703476,420
278,RH,RH Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,690.0,129497189.07623293,True,0.12382955060790402,11.212069889743903,21.294251938336608,0.8163061158555696,130943741.00341797,3.5405118162625593,420
279,WBS,Webster Financial Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,483.0,202699170.63293457,True,0.12320633995757052,3.4473383379796774,8.40029497355259,18.092564945421174,268905737.5946045,33.278923537071556,420
280,ALLY,Ally Financial Inc. Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,682.0,133528313.24386597,True,0.12298579212707682,6.7339343465701695,18.854282234643094,4.154050500719775,145719201.4284134,14.28852712624311,420
281,INVH,Invitation Homes Inc. Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,602.0,157268996.5909958,True,0.12286886191941673,-2.6054173016594406,18.714818691030022,15.523250537446408,164461009.90009308,5.054886069484477,420
282,ETN,"Eaton Corporation, PLC Ordinary Shares",thermal_power,electrical_grid_power,us_industrial,True,thermal_power,82.0,988348060.0341796,True,0.11979810306046268,11.082721773470805,13.21931698328902,15.858701347041503,926449970.5123901,-1.5010202788832805,420
283,HAL,Halliburton Company Common Stock,energy_service,energy_service,us_energy_materials,False,,175.0,538889246.295166,True,0.11883515603361393,-17.42316563785572,14.121693878867148,39.79223852507674,432844842.8741455,-9.346731458268653,420
284,KEY,KeyCorp Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,366.0,274033862.15724945,True,0.1187344885743989,5.511444715486125,16.181065148065144,12.86831861905069,273188249.0260124,2.7260094295067816,420
285,LIN,Linde plc - Ordinary Shares,materials_chemical,materials_chemical,us_energy_materials,False,,77.0,1062954157.6477052,True,0.11844596176617153,1.0895563780370265,5.10389237421478,32.47895467210829,1203930717.477417,12.101946645860263,420
286,SCCO,Southern Copper Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,385.0,259490558.90972137,True,0.1183048589976283,10.821986750648293,2.4291276005636853,33.42231851666324,253967339.73846436,2.174015002137031,420
287,SJM,The J.M. Smucker Company Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,552.0,174446467.3439026,True,0.11735819372810243,10.330410934149015,11.440381040625013,20.029211827764648,158917189.05029297,-4.85737239241979,420
288,BAC,Bank of America Corporation Common Stock,fin_bank,fin_bank,us_finance,False,,44.0,1727645887.8997805,True,0.11676152151010266,9.70134933654574,17.037977078955336,3.6081930925353944,1959191920.4978943,11.667443250373676,420
289,GE,GE Aerospace Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,51.0,1554968586.7889404,True,0.11668658650841718,19.14581692036301,8.496901376385502,16.934510484167188,1495598992.2042847,-2.177379736461593,420
290,UPS,"United Parcel Service, Inc. Common Stock",us981a_ai_theme,logistics_transport,us_industrial,True,us981a_ai_theme,195.0,503603816.86477655,True,0.1156204298288199,6.0584582758865135,12.862899966238551,15.522549694015941,563904300.3299713,6.814089193933537,420
291,FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,631.0,147795324.70703125,True,0.11542509588483595,5.0107258665527565,16.13354307516788,7.510928828108887,157431997.43652344,14.025378243202757,420
292,BAX,Baxter International Inc. Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,699.0,128104918.62945557,True,0.11513527438686826,5.966962730794778,13.770124990111121,12.885836799106865,138301182.92770386,9.021194472011484,420
293,TLN,Talen Energy Corporation - Common Stock,energy_oil_gas,energy_oil_gas,us_energy_materials,False,,415.0,239130898.84643555,True,0.11434420431292576,26.65912424311825,10.707970550268797,-1.0276184165758817,285247803.23791504,15.409134391919377,420
294,WAT,Waters Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,352.0,283608661.8438721,True,0.11362913144649493,4.136878827549939,26.973027295846652,-6.8417270502338035,294034330.4672241,1.081068585669609,420
295,TRP,TC Energy Corporation Common Stock,energy_oil_gas,energy_oil_gas,us_energy_materials,False,,601.0,157306135.4587555,True,0.11343397884319185,-3.4099008624949856,10.880383237052737,29.336551157705614,149171815.02342224,-2.0493218928195334,420
296,BCS,Barclays PLC Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,565.0,168586654.92725372,True,0.1131190901643347,10.222029915887276,18.47774400732771,8.240159655997182,127082975.85277557,-11.07521684040751,420
297,D,"Dominion Energy, Inc. Common Stock",energy_oil_gas,energy_oil_gas,us_energy_materials,False,,359.0,277951866.3690567,True,0.11247565280692529,1.0039868174702704,6.126674537666776,15.293731731848315,469866510.87493896,44.663314422863465,420
298,GOOGL,Alphabet Inc. - Class A Common Stock,software_platform,mega_cap_platform,us_technology,True,software_platform,9.0,8919268934.51233,True,0.11190379118431067,-5.368852610166686,17.86196784751084,12.912154061421766,10766460390.856934,9.982255937290851,420
299,GOOG,Alphabet Inc. - Class C Capital Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,13.0,6106986134.590149,True,0.11146740088025021,-4.531047731348259,17.595068634609824,12.293057504193783,7066244314.181519,10.619043726718068,420
300,AVGO,Broadcom Inc. - Common Stock,ai_compute,asic_network_chip,us_semiconductor,True,ai_compute,11.0,8231470947.738647,True,0.11100599442486347,-1.5343746438788108,15.003959577717874,-4.71876845295689,14140222020.225525,58.35384674528288,420
301,ARES,Ares Management Corporation Class A Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,273.0,365054257.36007696,True,0.11029676549836238,5.920887471460845,38.11975595583499,-23.86435228528978,280596884.72366333,-13.423030532592295,420
302,TFC,Truist Financial Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,255.0,386862535.70518494,True,0.11012940702729807,0.6875038146972656,15.428049534780609,7.955032448774513,464675974.625206,19.440595369454506,420
303,FELE,"Franklin Electric Co., Inc. - Common Stock",thermal_power,us_unclassified_stock,us_unclassified,True,thermal_power,1650.0,23096504.558563232,True,0.10842542123705345,7.312047977027913,12.278450956791387,11.372199202458976,26280453.951263424,10.117797971288933,420
304,WAB,Westinghouse Air Brake Technologies Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,440.0,227479092.42858887,True,0.10718911008606463,5.801360145721146,9.173242772639467,25.334829694648153,201464274.11956787,-9.030276918875646,420
305,PSA,Public Storage Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,349.0,286525839.9002075,True,0.10616667991933104,5.0351636827211665,9.154358863756219,24.128704699085013,255017397.96295166,-5.420024080726815,420
306,USB,U.S. Bancorp Common Stock,fin_bank,fin_bank,us_finance,False,,199.0,489250645.6277847,True,0.10536022778283527,6.678897962657682,13.102306754585946,13.996398261217058,442143363.69181633,-1.9489441911594851,420
307,AMPX,"Amprius Technologies, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,650.0,143431357.44323736,True,0.10500237548635766,7.299272752125652,-6.5062901831096305,46.15385179688953,137791508.12482834,4.297506313875843,420
308,ELAN,Elanco Animal Health Incorporated Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,753.0,111570104.7873497,True,0.1046574182271764,16.16306412579167,6.040559583114824,17.719035133678716,126351188.86899948,0.8511840173795582,420
309,TTE,TotalEnergies SE Ordinary Shares,us_unclassified,us_unclassified_stock,us_unclassified,False,,557.0,172420254.15420532,True,0.10450143166182144,-13.08623351042092,8.896205692862447,37.3544161953844,114228979.13780212,-2.7450674236787487,420
310,TOL,"Toll Brothers, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,629.0,148642087.4633789,True,0.10320045328346647,14.202920517278672,6.856581397502226,11.111411834187601,164523859.29489136,16.1614663746801,420
311,AAPL,Apple Inc. - Common Stock,consumer_platform,mega_cap_platform,us_technology,True,us981a_ai_theme,6.0,11086714896.533203,True,0.10136182335834229,-1.4028090105459023,15.695335582857762,6.854493651408222,14874881541.392517,16.40219712805362,420
312,DRI,"Darden Restaurants, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,449.0,222118279.4013977,True,0.10056362043881391,8.201952818652636,7.072111902426337,20.829090393956108,213548390.39993286,0.26248525569985137,420
313,FTAI,FTAI Aviation Ltd. - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,319.0,309800831.06918335,True,0.09949463456097,15.122577371363066,2.1113637566803733,33.589169117335295,218383773.9555359,-24.22457988015604,420
314,A,"Agilent Technologies, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,420.0,234854136.43951413,True,0.09931700619612256,11.671646090501886,16.31784534276932,-7.51018046224925,304685745.45059204,21.318861128279963,420
315,MRK,"Merck & Company, Inc. Common Stock (new)",pharma_big,pharma_big,us_healthcare,False,,87.0,959035260.310364,True,0.09917370981290438,0.7699139350283657,4.206571563311767,25.72835111677292,1223225696.854782,14.383432116012408,420
316,RF,Regions Financial Corporation Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,329.0,301841939.5523548,True,0.0989955274291302,3.9593175641170264,14.099525031013261,10.316705289618255,296798928.6596775,1.8372664372908298,420
317,VRSN,"VeriSign, Inc. - Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,456.0,217460386.27624512,True,0.09870800277851968,-12.660061172132842,19.206339870437716,15.989802565565148,224811812.01324463,-2.374910708097211,420
318,WFRD,Weatherford International plc - Ordinary shares,us_unclassified,us_unclassified_stock,us_unclassified,False,,702.0,128006218.4326172,True,0.09845356716407576,-17.732088783467738,18.99254173930234,26.79538085855868,93126339.16473389,-18.53714524224599,420
319,CP,Canadian Pacific Kansas City Limited Common Shares,us_unclassified,us_unclassified_stock,us_unclassified,False,,472.0,211281504.47807312,True,0.09817312659306361,-0.35904282110527097,10.258394269898563,22.464052853739535,225123336.50398254,-3.431694113618222,420
320,MASI,Masimo Corporation - Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,586.0,163568990.7913208,True,0.09660031625064543,0.6488079342633624,2.535610796719201,29.815324835435785,148952599.5680542,9.354139708292841,424
321,CRBG,Corebridge Financial Inc. Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,686.0,132060537.4649048,True,0.09622485142246918,6.031976089389213,23.78138990043166,-7.224598722006236,151374004.0939331,-4.793858503236114,420
322,DKS,Dick's Sporting Goods Inc Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,437.0,228072716.24450684,True,0.09612460659218869,6.311322741242464,13.439664199988922,3.4077833647066624,266328851.99813843,14.504013797986959,420
323,CHRD,Chord Energy Corporation - Common Stock,energy_oil_gas,energy_oil_gas,us_energy_materials,False,,723.0,119668812.84942628,True,0.09570765373022258,-15.410511738154774,9.702370730764631,38.40824248013441,88991482.8300476,-13.152597282244749,420
324,CPAY,"Corpay, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,571.0,166351967.9534912,True,0.09521803918576728,-1.4836829616608593,9.10872271653902,16.840950955706923,191460760.52856445,15.0937754953961,420
325,MAA,"Mid-America Apartment Communities, Inc. Common Stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,788.0,102417573.14300536,True,0.09264832581405584,1.719641937376637,9.426944196081767,8.329099665342232,138697887.69836426,25.965043893579033,420
326,BG,Bunge Limited Common Shares,us_unclassified,us_unclassified_stock,us_unclassified,False,,470.0,212566120.42541504,True,0.09257723215246588,-5.579867154795526,0.16157532680285414,38.60848082295825,223944197.21984863,6.488675434048474,420
327,P,"Everpure, Inc. Class A common stock",us_unclassified,us_unclassified_stock,us_unclassified,False,,569.0,166853482.7835083,True,0.09250251118368524,-4.260233134637515,13.672125144083003,-1.1546759378037397,272516625.53482056,42.38510414909611,420
328,ZETA,Zeta Global Holdings Corp. Class A Common Stock,us_unclassified,us_unclassified_stock,us_unclassified,False,,719.0,121095055.09405136,True,0.09200440166032468,3.053432177116777,11.135735810752113,4.099631496689615,181368894.07036972,25.53764741598259,420
